,Year,Month,Country,Area,Type,Activity,Sex,Age,Fatal,Injury,Species,Size (min),Size (max)
3335,1972,Apr,WESTERN SAMOA,Upolu Island,Unprovoked,Swimming,M,25.0,Y,Fatal,,,
3336,1972,Apr,AUSTRALIA,Queensland,Unprovoked,,F,,N,Minor,,,
3337,1972,Apr,MOZAMBIQUE,Gaza,Unprovoked,Swimming,M,19.0,Y,Fatal,,,
3338,1972,Mar,PACIFIC OCEAN ,,Provoked,Fishing,M,33.0,N,Minor,,,
3339,1972,Mar,USA,Hawaii,Unprovoked,Spearfishing,M,,N,Minor,,,
3340,1972,Feb,AUSTRALIA,Victoria,Unprovoked,Surfing,M,18.0,N,Moderate,,213.0,213.0
3341,1972,Feb,AUSTRALIA,Tasmania,Unprovoked,,,,N,,,,
3342,1972,Jan,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Swimming,M,20.0,Y,Fatal,,,
3343,1972,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Sitting in shallows,F,30.0,N,Minor,Zambesi,,
3344,1972,Jan,MOZAMBIQUE,Gaza,Unprovoked,Standing,M,24.0,N,Major,,250.0,250.0
3345,1972,,FRANCE,Antibes,Unprovoked,Swimming,,,N,,White,,
3346,1972,,MARSHALL ISLANDS,Illeginni Atoll,Unprovoked,"Free diving, collecting shells",M,,N,Moderate,,180.0,180.0
3347,1971,Dec,AUSTRALIA,New South Wales,Unprovoked,,,22.0,N,,,,
3348,1971,Dec,SOUTH AFRICA,Western Cape Province,Unprovoked,Swimming,F,16.0,N,Minor,,300.0,300.0
3349,1971,Dec,AUSTRALIA,Queensland,Unprovoked,,M,20.0,Y,Fatal,,,
3350,1971,Nov,HONG KONG,Mirs Bay ,Unprovoked,Freedom Swimming,M,20.0,N,Major,,,
3351,1971,Oct,AUSTRALIA,New South Wales,Provoked,,,20.0,N,,,,
3352,1971,Oct,USA,Florida,Unprovoked,Surfing,M,18.0,N,Minor,,152.0,183.0
3353,1971,Oct,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming,M,25.0,N,Moderate,,150.0,200.0
3354,1971,Oct,USA,California,Unprovoked,Scuba diving,M,30.0,N,Minor,,503.0,610.0
3355,1971,Sep,USA,North Carolina,Unprovoked,Surfing,,17.0,N,Moderate,,,
3356,1971,Sep,CROATIA,Istria County,Unprovoked,Swimming,M,34.0,Y,Fatal,White,,
3357,1971,Sep,AUSTRALIA,South Australia,Unprovoked,Fishing,M,51.0,Y,Fatal,,,
3358,1971,Aug,AUSTRALIA,New South Wales,Provoked,Scuba diving & feeding fish,M,26.0,N,Moderate,,335.0,335.0
3359,1971,Jul,USA,Florida,Unprovoked,Wading,M,8.0,N,Moderate,,,
3360,1971,Jul,USA,California,Unprovoked,Hookah diving (submerged),M,,N,Major,,549.0,610.0
3361,1971,Jun,SOUTH AFRICA,Western Cape Province,Unprovoked,Surfing,M,21.0,N,Minor,,300.0,300.0
3362,1971,Jun,BRITISH ISLES,South Devon,Unprovoked,Scuba diving,M,32.0,N,Minor,,360.0,360.0
3363,1971,Apr,KENYA,Coast Province,Unprovoked,Swimming,M,16.0,N,Minor,,200.0,200.0
3364,1971,Apr,SOUTH AFRICA,Western Cape Province,Unprovoked,Swimming,M,,Y,Fatal,White,,
3365,1971,Apr,MEXICO,Guerrero,Unprovoked,Surfing,M,19.0,Y,Fatal,,,
3366,1971,Apr,VENEZUELA,,Unprovoked,,M,14.0,Y,Fatal,,,
3367,1971,Apr,VENEZUELA,,Unprovoked,,M,66.0,Y,Fatal,,,
3368,1971,Apr,MOZAMBIQUE,Between Beira & Maputo,Sea Disaster,Wreck of the 1689-ton Portuguese  coaster Angoche,,,Y,Fatal,,,
3369,1971,Mar,NEW ZEALAND,South Island,Unprovoked,Surfing,M,16.0,N,Moderate,,460.0,460.0
3370,1971,Jan,AUSTRALIA,Tasmania,Unprovoked,Swimming,M,,N,Moderate,,,
3371,1971,,AUSTRALIA,South Australia,Unprovoked,Surfing,M,15.0,N,Major,White,,
3372,1971,,IRAN,Khuzestan Province,Unprovoked,,M,,N,,,,
3373,1971,,IRAN,Khuzestan Province,Unprovoked,,M,,N,,,,
3374,1970,Dec,MOZAMBIQUE,Inhambe Province,Unprovoked,Fishing for prawns,M,18.0,Y,Fatal,,,
3375,1970,Dec,MOZAMBIQUE,Inhambe Province,Unprovoked,Fishing for prawns,M,,Y,Fatal,,,
3376,1970,Dec,MICRONESIA,Namonuito Atoll,Unprovoked,Fishing,M,,N,Moderate,,180.0,180.0
3377,1970,Dec,USA,Hawaii,Sea Disaster,Shipwreck,M,41.0,N,Moderate,,,
3378,1970,Nov,,,Unprovoked,,M,,N,Minor,,,
3379,1970,Oct,USA,Hawaii,Unprovoked,Body surfing,M,,N,Minor,,,
3380,1970,Oct,USA,Florida,Unprovoked,Surfing,M,,N,Minor,,,
3381,1970,Sep,MICRONESIA,Eastern Caroline Islands,Unprovoked,Diving,M,43.0,N,Moderate,,180.0,200.0
3382,1970,Sep,PALAU,Western Caroline Islands (North Pacific Ocean),Provoked,Spearfishing,M,20.0,N,Minor,,100.0,100.0
3383,1970,Sep,USA,Florida,Unprovoked,Floating on a raft,M,18.0,N,Moderate,,,
3384,1970,Sep,AUSTRALIA,New South Wales,Provoked,,M,20.0,N,,,,
3385,1970,Sep,USA,South Carolina,Unprovoked,Swimming,M,,N,Moderate,,,
3386,1970,Sep,USA,Florida,Unprovoked,Scuba diving,M,,N,Moderate,,,
3387,1970,Aug,,Caribbean Sea,Invalid,Sea Disaster Sinking of ferryboat Christina,,,,,,,
3388,1970,Jul,,,Unprovoked,,M,,N,Major,Mako,,
3389,1970,Jun,USA,Florida,Provoked,Fishing,M,13.0,N,Minor,,229.0,229.0
3390,1970,Jun,SOUTH AFRICA,KwaZulu-Natal,Provoked,Scuba Diving,M,25.0,N,Moderate,,200.0,200.0
3391,1970,Jun,GRENADA,St. Andrew Parish,Unprovoked,Wading,M,16.0,Y,Fatal,,,
3392,1970,Jun,GRENADA,St. Andrew Parish,Unprovoked,Wading,M,18.0,Y,Fatal,,,
3393,1970,Jun,PHILIPPINES,200 nm southeast of Manila,Sea Disaster,Motor launch Baby Princesa capsized with 22 people on board,,,Y,Fatal,,,
3394,1970,Apr,GRENADA,St. Andrew Parish,Unprovoked,Swimming,M,14.0,Y,Fatal,,,
3395,1970,Apr,,,Provoked,Freediving,M,,N,Moderate,Wobbegong,,
3396,1970,Apr,SOLOMON ISLANDS,,Unprovoked,Swimming,M,,,,Wobbegong,,
3397,1970,Mar,USA,Hawaii,Invalid,Body surfing,M,,,,,,
3398,1970,Mar,USA,Florida,Unprovoked,Wading,M,19.0,N,Moderate,,,
3399,1970,Feb,,,Unprovoked,Wading,F,8.0,N,Moderate,Carpet,,
3400,1970,Jan,MOZAMBIQUE,Limpopo River,Unprovoked,Swimming,M,14.0,N,Major,,,
3401,1970,Jan,MOZAMBIQUE,Limpopo River,Unprovoked,Swimming,M,16.0,N,Major,Zambesi,,
3402,1970,Jan,MOZAMBIQUE,Limpopo River,Unprovoked,Swimming,M,12.0,N,Major,Zambesi,,
3403,1970,Jan,MOZAMBIQUE,Limpopo River,Unprovoked,Swimming,M,10.0,N,Major,Zambesi,,
3404,1970,Jan,EGYPT,Red Sea,Sea Disaster,Air disaster,M,,Y,Fatal,,,
3405,1970,Jan,MEXICO,Guerrero,Unprovoked,Swimming,M,22.0,N,Minor,,,
3406,1970,Jan,ENGLAND,Devon,Unprovoked,Attempted to return injured shark to the sea,M,,N,Minor,,244.0,244.0
3407,1970,Jan,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Freediving,M,15.0,N,Moderate,,,
3408,1970,,SRI LANKA,Western Province,Unprovoked,Spearfishing / freediving,M,,N,,,,
3409,1970,,SPAIN,Canary Islands,Unprovoked,Spearfishing,M,,N,Minor,Blue,,
3410,1970,,ITALY,Sardinia,Boating,Fishing on a boat,M,,N,Minor,White,,
3411,1970,,CROATIA,Zadar County,Unprovoked,Spearfishing,M,,,,White,,
3412,1970,,IRAQ,Basrah,Unprovoked,Washing cooking pans,F,28.0,N,Major,,,
3413,1970,,IRAQ,Basrah,Unprovoked,Washing clothes on stairs,F,25.0,N,Major,,,
3414,1970,,IRAQ,Basrah,Unprovoked,Swimming,M,35.0,Y,Fatal,,,
3415,1970,,IRAQ,Basrah,Unprovoked,"Fishing, trying to catch the end of his fishing line",M,35.0,N,Minor,,,
3416,1969,Nov,AUSTRALIA,Western Australia,Unprovoked,Swimming,M,15.0,N,Moderate,,,
3417,1969,Nov,USA,Hawaii,Unprovoked,Scuba diving for lobsters,M,,N,Moderate,,240.0,240.0
3418,1969,Nov,AUSTRALIA,New South Wales,Provoked,,M,27.0,N,,,,
3419,1969,Oct,USA,Hawaii,Unprovoked,Diving,M,,N,Minor,Oceanic whitetip,,
3420,1969,Sep,USA,California,Unprovoked,Free diving for abalone,M,53.0,N,Major,,427.0,488.0
3421,1969,Aug,USA,Florida,Unprovoked,Floating on his back,M,,N,Moderate,,,
3422,1969,Aug,USA,Massachusetts,Provoked,Fishing,M,28.0,N,Minor,,,
3423,1969,Aug,USA,Florida,Unprovoked,Surfing,M,15.0,N,Moderate,,,
3424,1969,Aug,USA,Florida,Unprovoked,Body surfing,M,13.0,N,Moderate,,122.0,122.0
3425,1969,Aug,,,Unprovoked,,M,25.0,N,Moderate,,,
3426,1969,Jul,ENGLAND,,Provoked,,M,,N,Moderate,,,
3427,1969,Jul,USA,Florida,Provoked,,M,13.0,N,Minor,Nurse,,
3428,1969,Jul,USA,California,Unprovoked,Freediving for abalone (at surface),M,,N,Minor,,500.0,500.0
3429,1969,Jun,USA,Florida,Unprovoked,Wading,M,22.0,,,,,
3430,1969,Jun,JAMAICA,Clarendon,Unprovoked,Diving,M,27.0,N,Moderate,,,
3431,1969,Jun,USA,Florida,Unprovoked,Wading,M,8.0,N,Minor,,,
3432,1969,May,USA,Texas,Provoked,Surf-fishing,M,,N,Moderate,,61.0,91.0
3433,1969,May,USA,Florida,Provoked,Diving,M,23.0,N,Moderate,Nurse,,
3434,1969,May,DOMINICAN REPUBLIC,,Unprovoked,Surfing,M,18.0,,,,,
3435,1969,May,AUSTRALIA,Queensland,Unprovoked,,,,N,,,,
3436,1969,Apr,AUSTRALIA,New South Wales,Invalid,Netting pilchards,M,,,Minor,,,
3437,1969,Aug,USA,Florida,Provoked,Fishing,M,,N,Moderate,,274.0,274.0
3438,1969,Mar,AUSTRALIA,New South Wales,Provoked,,M,65.0,N,Moderate,Mako,,
3439,1969,Mar,USA,Hawaii,Unprovoked,Surfing,M,16.0,N,Minor,,,
3440,1969,Feb,AUSTRALIA,Tasmania,Provoked,Fishing,M,49.0,N,Moderate,7-gill,,
3441,1969,Feb,AUSTRALIA,Queensland,Invalid,Hard hat diving,M,52.0,,,,,
3442,1969,Jan,AUSTRALIA,New South Wales,Unprovoked,Freediving,M,21.0,N,Moderate,,,
3443,1969,Jan,AUSTRALIA,Victoria,Unprovoked,,M,,N,Minor,Carpet,,
3444,1969,,BAHAMAS,Eleuthera,Provoked,Sight-seeing,,,N,Minor,,305.0,305.0
3445,1968,Dec,SOUTH AFRICA,KwaZulu-Natal,Invalid,Freediving,M,,,Minor,,,
3446,1968,Dec,AUSTRALIA,New South Wales,Provoked,Feeding mullet to sharks,M,27.0,N,Moderate,,305.0,305.0
3447,1968,Dec,NEW ZEALAND,South Island,Unprovoked,Surfing,M,17.0,N,Minor,White,,
3448,1968,Dec,AUSTRALIA,South Australia,Unprovoked,,M,,N,,White,,
3449,1968,Dec,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Spearfishing,M,28.0,N,Minor,,150.0,150.0
3450,1968,Dec,SOUTH AFRICA,KwaZulu-Natal,Invalid,,M,30.0,,Minor,,,
3451,1968,Nov,SOUTH AFRICA,KwaZulu-Natal,Boating,Fishing,M,22.0,N,Minor,,,
3452,1968,Nov,PAPUA NEW GUINEA,Madang Province,Sea Disaster,Wreck of the Storm King,,,,Fatal,,,
3453,1968,Nov,AUSTRALIA,Western Australia,Provoked,,M,16.0,N,Minor,,,
3454,1968,Oct,BAHAMAS,,Provoked,,M,,N,Moderate,,,
3455,1968,Oct,USA,Florida,Unprovoked,Spearfishing using Scuba,M,,N,Minor,,300.0,300.0
3456,1968,Oct,PHILIPPINES,Moro Gulf,Sea Disaster,Sinking of the ferryboat Dumaguete ,,,N,,,,
3457,1968,Sep,USA,Florida,Invalid,Surfing,,,,,,,
3458,1968,Sep,NEW ZEALAND,South Island,Unprovoked,Spearfishing,M,24.0,Y,Fatal,,430.0,430.0
3459,1968,Aug,USA,Florida,Unprovoked,Playing with a frisbee in the shallows,,,N,Minor,,,
3460,1968,Aug,USA,Florida,Unprovoked,Standing,M,15.0,N,Minor,,,
3461,1968,Aug,FRENCH POLYNESIA,Society Islands,Unprovoked,Swimming,M,12.0,N,Major,,,
3462,1968,Aug,MALAYSIA,Johor,Unprovoked,Leaving the water,,41.0,N,Moderate,,,
3463,1968,Aug,COLUMBIA,Magdalena Department,Unprovoked,Dynamite fishing,M,18.0,N,Moderate,,200.0,200.0
3464,1968,Jul,USA,California,Unprovoked,Free diving,M,25.0,N,Minor,,400.0,400.0
3465,1968,Jul,USA,Florida,Unprovoked,Wading,M,33.0,N,Minor,,,
3466,1968,Jul,USA,South Carolina,Unprovoked,Spearfishing using Scuba,M,33.0,N,Minor,,400.0,400.0
3467,1968,Jul,BAHAMAS,Great Exuma Island,Unprovoked,Small boat with 2 men onboard hit a submerged coral formation. Men began swimming to shore,M,,Y,Fatal,,,
3468,1968,Jul,MEXICO,Baja California,Invalid,,M,43.0,,Minor,,,
3469,1968,Jun,BAHAMAS,Eleuthera,Unprovoked,Spearfishing,M,17.0,N,Minor,,152.0,206.0
3470,1968,Jun,USA,Florida,Unprovoked,Clamming,M,17.0,N,Moderate,,,
3471,1968,Jun,ENGLAND,,Unprovoked,,M,,N,Major,Blue,,
3472,1968,May,TANZANIA,Mafia Island,Invalid,Schooner sank during a storm,,,,,,,
3473,1968,May,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Standing,M,17.0,N,Major,,,
3474,1968,Apr,USA,Florida,Invalid,Wading,M,63.0,,Major,,,
3475,1968,Apr,USA,Florida,Unprovoked,,M,10.0,N,Minor,,270.0,270.0
3476,1968,Apr,AUSTRALIA,New South Wales,Unprovoked,"Diving. Shark “swallowed’ his hand, so he threw his other around the shark and went “shark-back riding” for 30 yards until the shark opened its jaws",M,21.0,N,Moderate,,180.0,180.0
3477,1968,Apr,PAPUA NEW GUINEA,Gulf Province,Unprovoked,Swimming,M,7.0,Y,Fatal,,,
3478,1968,Apr,AUSTRALIA,New South Wales,Provoked,,M,47.0,N,Moderate,,,
3479,1968,Mar,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Wading & pushing dinghy toward  the shallows,M,35.0,N,Moderate,,152.0,183.0
3480,1968,Mar,USA,Florida,Unprovoked,Surfing,M,20.0,N,Moderate,,,
3481,1968,Mar,USA,Florida,Invalid,Treading water,M,28.0,,Minor,,,
3482,1968,Feb,USA,Florida,Unprovoked,Surfing,M,17.0,N,Moderate,,,
3483,1968,Feb,AUSTRALIA,Western Australia,Unprovoked,Swimming,F,14.0,N,Moderate,,,
3484,1968,Feb,NEW ZEALAND,North Island,Provoked,Picking up shark by the tail,F,,N,Minor,,91.0,91.0
3485,1968,Feb,AUSTRALIA,South Australia,Unprovoked,Spearfishing,M,26.0,N,Minor,,300.0,300.0
3486,1968,Feb,AUSTRALIA,New South Wales,Unprovoked,,,,N,,,,
3487,1968,Feb,MOZAMBIQUE,,Unprovoked,Diving,,24.0,N,Minor,,,
3488,1968,Jan,PAPUA NEW GUINEA,Morobe Province,Unprovoked,Swimming,,13.0,Y,Fatal,,,
3489,1968,,COSTA RICA,Limón Province,Unprovoked,Swimming after his canoe capsized,M,,Y,Fatal,,,
3490,1968,,USA,Florida,Invalid,Diving,,,,,,,
3491,1968,,USA,Florida,Invalid,Surfing,,,,,,,
3492,1967,Dec,SOUTH AFRICA,Western Cape Province,Unprovoked,Surfing,M,22.0,N,Minor,,152.0,183.0
3493,1967,Dec,PAPUA NEW GUINEA,Central Province,Invalid,Spearfishing,M,32.0,,Minor,,,
3494,1967,Dec,FIJI,,Unprovoked,,M,27.0,N,Moderate,,,
3495,1967,Dec,AUSTRALIA,Victoria,Unprovoked,Swimming,M,59.0,Y,Fatal,,,
3496,1967,Dec,USA,,Provoked,,M,,N,Moderate,,,
3497,1967,Nov,AUSTRALIA,New South Wales,Provoked,Freediving,M,15.0,N,,,,
3498,1967,Nov,AUSTRALIA,Queensland,Unprovoked,,M,18.0,N,Moderate,,,
3499,1967,Nov,FIJI,,Provoked,Freediving,M,21.0,N,Moderate,,,
3500,1967,Nov,PHILIPPINES,Rombion Province,Sea Disaster,Sinking of the M/V Mindoro during a typhoon,,,Y,,,,
3501,1967,Nov,SOUTH AFRICA,KwaZulu-Natal,Invalid,,F,,,Fatal,,,
3502,1967,Oct,MEXICO,Veracruz,Unprovoked,Swimming,,,Y,Fatal,,,
3503,1967,Oct,USA,Florida,Unprovoked,Standing on sandbar,M,19.0,N,Minor,,,
3504,1967,Oct,TONGA,,Unprovoked,Swimming,M,17.0,N,Minor,,,
3505,1967,Sep,USA,Hawaii,Invalid,Boat capsized between O'ahu & Molokai,M,,,Fatal,,,
3506,1967,Sep,ITALY,Brindisi Province,Provoked,Scuba diving,M,21.0,,Moderate,,200.0,200.0
3507,1967,Sep,PAPUA NEW GUINEA,New Ireland Province,Provoked,Diving,,,,,,,
3508,1967,Sep,USA,Florida,Unprovoked,Spearfishing,,,N,,,,
3509,1967,Sep,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Spearfishing,M,,Y,Fatal,,,
3510,1967,Sep,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Spearfishing,M,23.0,Y,Fatal,,370.0,370.0
3511,1967,Aug,USA,California,Provoked,Pulling shark from the water,M,24.0,N,Minor,,152.0,152.0
3512,1967,Aug,JAPAN,Kagawa Prefecture,Unprovoked,,M,19.0,Y,Fatal,,,
3513,1967,Aug,ITALY,Liguria,Unprovoked,Spearfishing on Scuba,M,,N,Moderate,,,
3514,1967,Aug,AUSTRALIA,Western Australia,Unprovoked,"Spearfishing, dived to pick up a float line",M,23.0,Y,Fatal,White,,
3515,1967,Aug,BERMUDA,Hamilton,Unprovoked,Floating,F,19.0,N,Moderate,,,
3516,1967,Aug,COLUMBIA,,Unprovoked,,M,,N,Minor,,,
3517,1967,Aug,AUSTRALIA,New South Wales,Invalid,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),M,,,,,,
3518,1967,Aug,USA,Florida,Unprovoked,Spearfishing,M,15.0,N,,,106.0,106.0
3519,1967,Aug,BAHAMAS,Out Islands,Unprovoked,Photographing sharks underwater using Scuba,M,41.0,N,Minor,,152.0,183.0
3520,1967,Aug,SENEGAL,Cap Vert Peninsula,Unprovoked,Beach seine netting,M,,N,Minor,,180.0,180.0
3521,1967,Jul,USA,Florida,Unprovoked,Snorkeling,M,20.0,N,Moderate,,,
3522,1967,Jul,TURKEY,Mugla Province,Unprovoked,Spearfishing,M,36.0,Y,Fatal,,,
3523,1967,Jul,USA,South Carolina,Invalid,Surfing,M,18.0,,,,,
3524,1967,Jun,USA,Florida,Provoked,Spearfishing,M,26.0,N,Minor,,100.0,100.0
3525,1967,Jun,ITALY,Sicily,Provoked,Fishing boat,M,,N,Minor,,396.0,503.0
3526,1967,May,AUSTRALIA,South Australia,Provoked,,M,30.0,N,Moderate,Bronze whaler,,
3527,1967,May,AUSTRALIA,,Provoked,Feeding a shark,M,22.0,N,,,,
3528,1967,Apr,UNITED KINGDOM,Gibraltar,Provoked,Fishing,M,60.0,N,,,,
3529,1967,Mar,NEW ZEALAND,North Island,Provoked,Freediving,M,21.0,N,Minor,,,
3530,1967,Mar,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Spearfishing,M,32.0,N,Minor,,300.0,300.0
3531,1967,Mar,AUSTRALIA,Victoria,Provoked,Spearfishing,M,36.0,N,Moderate,,,
3532,1967,Mar,AUSTRALIA,New South Wales,Invalid,Vehicle plunged over cliff into the water,,,,Fatal,,,
3533,1967,Mar,NEW ZEALAND,South Island,Unprovoked,Lifesaving drill,M,21.0,Y,Fatal,,,
3534,1967,Mar,PAPUA NEW GUINEA,New Britain,Unprovoked,,M,14.0,N,Minor,,370.0,370.0
3535,1967,Feb,MEXICO,Veracruz,Sea Disaster,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,M,,Y,Fatal,,,
3536,1967,Jan,SOUTH AFRICA,Western Cape Province,Boating,Fishing for rock lobster,,,N,,White,,
3537,1967,Jan,SOUTH AFRICA,Western Cape Province,Provoked,Spearfishing Competition,M,,N,Minor,,210.0,210.0
3538,1967,Jan,MOZAMBIQUE,Bay of Maputo,Unprovoked,Swimming in the channel,M,31.0,N,Major,,,
3539,1967,Jan,AUSTRALIA,Victoria,Provoked,Splashing,M,15.0,N,Minor,,,
3540,1966,Dec,AUSTRALIA,Tasmania,Unprovoked,Fishing,M,30.0,N,Moderate,,210.0,210.0
3541,1966,Dec,AUSTRALIA,New South Wales,Provoked,Spearfishing,M,29.0,N,Minor,,150.0,150.0
3542,1966,Dec,AUSTRALIA,New South Wales,Unprovoked,Spearfishing,M,19.0,N,Moderate,,150.0,150.0
3543,1966,Dec,SINGAPORE,,Unprovoked,Wading,M,39.0,N,Minor,,,
3544,1966,Dec,AUSTRALIA,New South Wales,Unprovoked,Spearfishing,M,29.0,N,Minor,,180.0,180.0
3545,1966,Nov,THAILAND,,Unprovoked,,,28.0,,,,,
3546,1966,Nov,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,F,,Y,Fatal,,370.0,370.0
3547,1966,Oct,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Swimming,F,13.0,Y,Fatal,,370.0,370.0
3548,1966,Oct,PAPUA NEW GUINEA,New Ireland Province,Unprovoked,Bathing,F,8.0,Y,Fatal,,370.0,370.0
3549,1966,Sep,AUSTRALIA,Queensland,Unprovoked,"Free diving, carrying speargun",M,32.0,N,Moderate,,210.0,210.0
3550,1966,Sep,USA,Hawaii,Provoked,Fishing,M,20.0,N,Minor,,,
3551,1966,Sep,AUSTRALIA,Western Australia,Invalid,Spearfishing,M,,,Minor,,,
3552,1966,Sep,AUSTRALIA,Western Australia,Provoked,Spearfishing,M,,,,,,
3553,1966,Sep,AUSTRALIA,Western Australia,Unprovoked,Spearfishing,M,43.0,N,Minor,,190.0,190.0
3554,1966,Sep,USA,Florida,Provoked,Hunting crayfish ,M,14.0,N,Minor,,76.0,76.0
3555,1966,Sep,BAHAMAS,Bimini Islands,Invalid,Diving / UW photography,M,,,Minor,,,
3556,1966,Aug,AUSTRALIA,Northern Territory,Boating,,M,,N,Minor,,,
3557,1966,Aug,SOUTH AFRICA,KwaZulu-Natal,Invalid,Netting sharks,M,,,Minor,,,
3558,1966,Aug,BAHAMAS,Bimini Islands,Unprovoked,Snorkeling,F,18.0,N,,,,
3559,1966,Aug,NEW BRITAIN,Duke of York Islands,Unprovoked,Swimming,F,13.0,Y,Fatal,,,
3560,1966,Aug,NEW BRITAIN,Duke of York Islands,Unprovoked,Diving into water,F,9.0,Y,Fatal,,,
3561,1966,Aug,CROATIA,Primorje-Gorski Kotar County ,Unprovoked,Swimming,M,33.0,Y,Fatal,White,,
3562,1966,Aug,TAIWAN,,Unprovoked,Lobster diving using Scuba,M,,N,Minor,,152.0,213.0
3563,1966,Aug,ITALY,Taranto province,Unprovoked,Attacked shark with fists,M,21.0,N,Moderate,,,
3564,1966,Aug,USA,Delaware,Invalid,Spearfishing on Scuba,M,26.0,,Minor,,,
3565,1966,Aug,USA,Florida,Unprovoked,Wading,M,8.0,N,Minor,,,
3566,1966,Jul,USA,Texas,Unprovoked,Diving for sand dollars,M,16.0,N,Minor,Lemon,,
3567,1966,Jul,USA,South Carolina,Provoked,Killing a shark,M,34.0,N,Minor,,122.0,122.0
3568,1966,Jul,USA,Texas,Unprovoked,Fishing,M,14.0,N,Moderate,,,
3569,1966,Jul,TAIWAN,Northern Taiwan,Unprovoked,Swimming,M,20.0,Y,Fatal,,,
3570,1966,Jul,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Unprovoked,Swimming,F,25.0,Y,Fatal,,,
3571,1966,Jul,USA,Florida,Invalid,Free diving,M,46.0,,Minor,,,
3572,1966,Jul,CARIBBEAN SEA,,Boating,,,,N,Minor,,,
3573,1966,Jun,USA,New Jersey,Provoked,Clamming,M,15.0,N,Moderate,,210.0,210.0
3574,1966,Jun,USA,Florida,Provoked,Fishing,M,18.0,N,Minor,,120.0,120.0
3575,1966,Jun,USA,Texas,Unprovoked,Swimming,M,18.0,N,Minor,,,
3576,1966,Jun,FRENCH POLYNESIA,Society Islands,Provoked,Fishing,M,,N,Moderate,,,
3577,1966,May,AUSTRALIA,New South Wales,Sea Disaster,Sinking of the dredge World Atlas,M,40.0,Y,Fatal,,,
3578,1966,May,AUSTRALIA,New South Wales,Unprovoked,Fishing,M,,N,Minor,,180.0,180.0
3579,1966,May,AUSTRALIA,,Sea Disaster,Shipwreck,M,38.0,Y,Fatal,,,
3580,1966,May,USA,Florida,Invalid,Spearfishing / Scuba diving,M,24.0,,Minor,,,
3581,1966,May,PHILIPPINES,,Sea Disaster,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,M,,Y,Major,,,
3582,1966,Apr,USA,Puerto Rico,Unprovoked,Swimming,M,25.0,N,Moderate,,,
3583,1966,Apr,AUSTRALIA,New South Wales,Sea Disaster,Overturned skiff,M,,N,,,,
3584,1966,Mar,AUSTRALIA,New South Wales,Provoked,Fishing (big game),,,N,Minor,,760.0,760.0
3585,1966,Mar,SUDAN,Red Sea,Sea Disaster,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",M,,Y,Fatal,,,
3586,1966,Feb,AUSTRALIA,New South Wales,Unprovoked,Treading water,M,13.0,N,Minor,,250.0,250.0
3587,1966,Jan,SOUTH AFRICA,Western Cape Province,Provoked,Helping men land a shark,M,33.0,N,Moderate,Copper,,
3588,1966,Jan,INDONESIA,North Sumatra,Sea Disaster,wreck of the State Oil Company ship Permina,,,Y,Fatal,,,
3589,1966,Jan,USA,California,Unprovoked,Free diving / spearfishing (resting on the surface),M,29.0,N,Minor,,300.0,300.0
3590,1966,Jan,AUSTRALIA,New South Wales,Unprovoked,Spearfishing,M,30.0,N,Minor,,152.0,152.0
3591,1966,Jan,COLUMBIA,,Sea Disaster,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,,,Y,,,,
3592,1966,Jan,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Standing,M,16.0,N,Moderate,Zambesi,152.0,183.0
3593,1966,Jan,AUSTRALIA,Western Australia,Unprovoked,Jumped into the water,M,43.0,N,Minor,,76.0,76.0
3594,1966,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Body surfing,M,15.0,N,Minor,,183.0,183.0
3595,1966,Jan,NEW ZEALAND,North Island,Unprovoked,Body surfing ,F,15.0,Y,Fatal,,,
3596,1966,Jan,USA,Florida,Unprovoked,Swimming,M,35.0,N,Minor,Hammerhead,,
3597,1966,,USA,California,Invalid,Walking,F,15.0,,Moderate,,,
3598,1965,Dec,AUSTRALIA,Western Australia,Unprovoked,"Spearfishing, but standing in knee-deep water",M,40.0,N,Minor,,180.0,180.0
3599,1965,Dec,JOHNSTON ISLAND,,Unprovoked,Freediving,M,,N,Minor,,,
