,Year,Month,Country,Area,Type,Activity,Sex,Age,Fatal,Injury,Species,Size (min),Size (max)
3076,1980,Jan,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Swimming,M,,N,Minor,Hammerhead,,
3077,1980,Jan,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Swimming,M,25.0,N,Minor,,200.0,200.0
3078,1980,Jan,CHILE,Los Vilos,Unprovoked,Hookah Diving,M,,Y,Fatal,White,,
3079,1980,,NORTH ATLANTIC OCEAN,,Provoked,Gaffing netted shark,M,34.0,N,Moderate,,180.0,180.0
3080,1980,,GREECE,Island of Kos,Invalid,Surfing,M,,,Minor,,,
3081,1980,,SOUTH AFRICA,Eastern Cape Province,Invalid,Spearfishing,M,20.0,,Minor,,,
3082,1980,,TONGA,Ha'api,Unprovoked,Spearfishing,M,,N,Minor,,,
3083,1979,Dec,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Swimming,M,18.0,N,Moderate,,,
3084,1979,Dec,PORTUGAL,Madeira Islands,Invalid,Spearfishing,M,19.0,Y,Fatal,,,
3085,1979,Dec,SOUTH CHINA SEA,,Unprovoked,Diving,M,32.0,N,Minor,,183.0,183.0
3086,1979,Nov,USA,Oregon,Unprovoked,Surfing,M,20.0,N,Minor,,400.0,400.0
3087,1979,Nov,SOUTH AFRICA,Western Cape Province,Provoked,Shark fishing,,,N,Minor,,500.0,500.0
3088,1979,Oct,SOUTH AFRICA,Eastern Cape Province,Provoked,Fishing,M,,N,Minor,,200.0,200.0
3089,1979,Sep,AUSTRALIA,New South Wales,Unprovoked,Scuba diving,M,18.0,N,Minor,,,
3090,1979,Aug,HONG KONG,,Unprovoked,Freedom swimming,M,21.0,Y,Fatal,,,
3091,1979,Aug,HONG KONG,Ho Ha Wan Marine Park,Unprovoked,,M,16.0,Y,Fatal,,,
3092,1979,Aug,USA,Florida,Unprovoked,Kayaking,M,49.0,N,Moderate,,,
3093,1979,Aug,THAILAND,Southern Thailand,Unprovoked,Murdered by Thai pirates,M,,Y,Fatal,,,
3094,1979,Jun,USA,Florida,Sea Disaster,Floating with life preserver after his boat foundered,M,56.0,N,Moderate,,,
3095,1979,May,USA,Florida,Invalid,Scuba diving,M,36.0,,Fatal,,,
3096,1979,May,SOUTH AFRICA,Western Cape Province,Provoked,Spearfishing,M,25.0,N,,,250.0,250.0
3097,1979,May,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Scuba diving,M,,Y,Fatal,,,
3098,1979,May,NEW CALEDONIA,North Province,Unprovoked,Fishing,,,N,Major,,,
3099,1979,May,NEW CALEDONIA,North Province,Unprovoked,,M,,Y,Fatal,,200.0,200.0
3100,1979,Apr,USA,Florida,Unprovoked,Swimming,M,24.0,N,Moderate,,,
3101,1979,Apr,USA,Florida,Unprovoked,Body surfing,M,8.0,N,Minor,,,
3102,1979,Mar,USA,Florida,Unprovoked,Surfing,M,27.0,N,Minor,,,
3103,1979,Mar,USA,California,Unprovoked,Scuba diving (submerged),M,,N,Minor,,396.0,503.0
3104,1979,Mar,SOUTH AFRICA,Western Cape Province,Boating,,,,N,Minor,,,
3105,1979,Mar,NEW CALEDONIA,Grand Terre,Unprovoked,Spearfishing,M,,Y,Fatal,,,
3106,1979,Feb,SOUTH AFRICA,Eastern Cape Province,Unprovoked,"Surfing, collided with shark",M,19.0,N,Minor,,152.0,206.0
3107,1979,,USA,Hawaii,Unprovoked,Fishing,M,,Y,Fatal,,,
3108,1978,Dec,AUSTRALIA,Queensland,Unprovoked,,M,,N,,,,
3109,1978,Dec,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Spearfishing,M,23.0,Y,Fatal,,230.0,230.0
3110,1978,Nov,USA,Hawaii,Unprovoked,Surfing,M,,N,Minor,,240.0,240.0
3111,1978,Nov,USA,Florida,Unprovoked,Surfing,M,17.0,N,Moderate,,,
3112,1978,Oct,SOUTH AFRICA,KwaZulu-Natal,Invalid,Fishing,M,,,Fatal,,,
3113,1978,Sep,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,27.0,N,Minor,,370.0,370.0
3114,1978,Sep,ITALY,Tyrrhenian Sea,Unprovoked,Diving,M,,N,Minor,,500.0,500.0
3115,1978,Sep,AUSTRALIA,Tasmania,Unprovoked,Scuba diving for abalone,M,34.0,N,Moderate,,457.0,457.0
3116,1978,Aug,USA,California,Unprovoked,Wading,M,,N,Minor,,200.0,200.0
3117,1978,Aug,USA,Florida,Unprovoked,Floating on inner tube raft,M,27.0,N,Minor,,,
3118,1978,Jul,USA,South Carolina,Sea Disaster,"Explosion destroyed 28' boat, survivors in the water ",M,39.0,N,Minor,,,
3119,1978,Jul,USA,California,Provoked,Fishing,M,27.0,N,Moderate,,,
3120,1978,Jun,USA,Florida,Unprovoked,Surfing,M,20.0,N,Minor,,,
3121,1978,Jun,USA,Florida,Unprovoked,Surfing,M,17.0,N,Minor,,,
3122,1978,Jun,ITALY,Golfo de Venezia,Invalid,,,,,Minor,,,
3123,1978,Apr,MARSHALL ISLANDS,Ralik Archipelago,Unprovoked,Diving,M,25.0,N,Moderate,,,
3124,1978,Apr,MARSHALL ISLANDS,Ralik Archipelago,Unprovoked,Diving,M,23.0,N,Moderate,,,
3125,1978,Apr,AUSTRALIA,Tasmania,Unprovoked,Scuba diving,M,,N,Minor,,240.0,240.0
3126,1978,Mar,SOUTH AFRICA,Eastern Cape Province,Boating,,,,N,Minor,,,
3127,1978,Feb,SOUTH AFRICA,Western Cape Province,Unprovoked,Fishing for mackerel,,,N,Minor,,,
3128,1978,Feb,SOUTH AFRICA,Western Cape Province,Unprovoked,Diving,M,,N,Minor,White,,
3129,1978,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Surfing,M,17.0,N,Minor,,,
3130,1978,Jan,SOUTH AFRICA,KwaZulu-Natal,Invalid,,M,,,,,,
3131,1978,,USA,Florida,Unprovoked,Surfing,F,,N,Minor,,,
3132,1978,,VANUATU,Malampa Province,Unprovoked,Swimming,F,,Y,Fatal,,,
3133,1977,Dec,USA,Hawaii,Sea Disaster,"Swimming, after single-engine aircraft went down in the sea",M,49.0,N,Moderate,,,
3134,1977,Dec,USA,Florida,Unprovoked,Surfing,M,27.0,N,Moderate,,,
3135,1977,Dec,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,18.0,N,Major,,300.0,300.0
3136,1977,Dec,SOUTH AFRICA,Western Cape Province,Boating,Fishing for bottom fish,,,N,Minor,,300.0,300.0
3137,1977,Nov,SOUTH AFRICA,Western Cape Province,Provoked,Standing,M,,N,Moderate,,152.0,206.0
3138,1977,Oct,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,25.0,N,Minor,,500.0,500.0
3139,1977,Aug,AUSTRALIA,South Australia,Unprovoked,Surfing,M,17.0,N,Moderate,White,,
3140,1977,Aug,AUSTRALIA,Queensland,Unprovoked,Floating on an inflatable raft,M,25.0,Y,Fatal,,,
3141,1977,Aug,SOUTH AFRICA,Western Cape Province,Boating,Fishing,M,,N,,White,,
3142,1977,Aug,USA,California,Unprovoked,Free diving for abalone (surfacing),M,20.0,N,Moderate,,549.0,610.0
3143,1977,Aug,USA,Florida,Invalid,Wading,M,17.0,,Moderate,,,
3144,1977,Jul,USA,California,Sea Disaster,40' fishing boat sank,M,21.0,N,Moderate,,,
3145,1977,Jun,USA,Florida,Provoked,Spearfishing / Scuba diving,M,27.0,N,Minor,,,
3146,1977,Jun,USA,Texas,Unprovoked,Collecting fish from net,M,25.0,N,Moderate,,122.0,152.0
3147,1977,May,SOUTH AFRICA,Western Cape Province,Boating,Fishing for yellowtail,M,,N,Moderate,,230.0,230.0
3148,1977,May,AUSTRALIA,Queensland,Invalid,,M,,,,,,
3149,1977,Apr,AUSTRALIA,Queensland,Unprovoked,,M,,N,,,,
3150,1977,Apr,USA,Hawaii,Unprovoked,Swimming,M,,N,Minor,,120.0,120.0
3151,1977,Mar,SOUTH AFRICA,Western Cape Province,Unprovoked,Swimming,M,31.0,N,Minor,,,
3152,1977,Mar,AUSTRALIA,Queensland,Sea Disaster,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,32.0,N,Minor,,,
3153,1977,Mar,AUSTRALIA,Queensland,Sea Disaster,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,74.0,Y,Fatal,,,
3154,1977,Mar,AUSTRALIA,Queensland,Sea Disaster,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",M,45.0,Y,Fatal,,,
3155,1977,Feb,AUSTRALIA,New South Wales,Unprovoked,"Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",M,24.0,N,Moderate,,400.0,400.0
3156,1977,Feb,AUSTRALIA,Victoria,Invalid,,M,,,,,,
3157,1977,Feb,NEW CALEDONIA,,Unprovoked,,,,N,Minor,,,
3158,1977,Jan,MEXICO,Guerrero,Unprovoked,Swimming,M,,Y,Fatal,,,
3159,1976,Dec,AUSTRALIA,Queensland,Unprovoked,,M,,N,,,,
3160,1976,Dec,USA,California,Unprovoked,Hookah diving for abalone (submerged),M,29.0,N,Minor,,550.0,550.0
3161,1976,Nov,SOUTH AFRICA,Western Cape Province,Unprovoked,"Thrashing the water / imitating the shark victim from ""Jaws""",M,19.0,N,Minor,,300.0,300.0
3162,1976,Nov,AUSTRALIA,Queensland,Invalid,,,,,,,,
3163,1976,Nov,USA,Florida,Unprovoked,Surfing,M,19.0,N,Major,,210.0,210.0
3164,1976,Nov,SOUTH AFRICA,KwaZulu-Natal,Invalid,Swimming,M,17.0,,Moderate,,,
3165,1976,Nov,SOUTH AFRICA,Western Cape Province,Provoked,Fishing for white shark,,,N,Minor,,480.0,480.0
3166,1976,Oct,SOUTH AFRICA,Western Cape Province,Boating,Boat,,,N,Minor,White,,
3167,1976,Oct,USA,California,Unprovoked,Surfing,M,25.0,N,Minor,,305.0,396.0
3168,1976,Oct,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,20.0,N,Moderate,,350.0,350.0
3169,1976,Sep,NEW CALEDONIA,,Sea Disaster,Shipwreck,,,N,Fatal,,,
3170,1976,Sep,AUSTRALIA,South Australia,Unprovoked,"Skindiving,",M,27.0,N,Moderate,,270.0,270.0
3171,1976,Sep,HONG KONG,South China Sea 200 miles from Hong Kong,Sea Disaster,"3,909-ton Panamanian freighter Chieh Lee sank in a typhoon",M,,Y,Fatal,,,
3172,1976,Sep,USA,Florida,Unprovoked,Swimming,M,16.0,Y,Fatal,,,
3173,1976,Sep,USA,Florida,Unprovoked,Swimming,M,,Y,Fatal,,,
3174,1976,Sep,USA,Florida,Unprovoked,Surfing,M,15.0,N,Moderate,,183.0,183.0
3175,1976,Aug,USA,North Carolina,Unprovoked,"Surfing, fell off surfboard",M,23.0,N,Moderate,,,
3176,1976,Aug,USA,Oregon,Unprovoked,Surfing,M,19.0,N,Minor,,450.0,450.0
3177,1976,Jul,USA,Florida,Unprovoked,Spearfishing,M,24.0,N,Moderate,,,
3178,1976,Jul,USA,Louisiana,Unprovoked,Playing,M,10.0,N,Minor,,,
3179,1976,Jul,USA,Hawaii,Unprovoked,Scuba diving,M,18.0,Y,Fatal,,,
3180,1976,Jul,USA,Florida,Unprovoked,Spearfishing,M,23.0,N,Moderate,,183.0,244.0
3181,1976,Jun,USA,Florida,Unprovoked,Skindiving,M,17.0,N,Moderate,,366.0,427.0
3182,1976,Jun,USA,Hawaii,Unprovoked,Swimming,M,,N,Minor,,91.0,152.0
3183,1976,Jun,ITALY,Reggio Calabria Province,Provoked,Fishing,M,46.0,N,,,200.0,200.0
3184,1976,Jun,AUSTRALIA,Queensland,Boating,Sitting in bow of her father's 5 m boat,F,,N,,,150.0,150.0
3185,1976,May,SOUTH AFRICA,Western Cape Province,Boating,Competing in a light tackle game fishing,,,N,,,,
3186,1976,Apr,USA,Texas,Invalid,,,,,Fatal,,,
3187,1976,Mar,USA,Florida,Unprovoked,Standing,M,,N,Moderate,,,
3188,1976,Mar,SOUTH AFRICA,Western Cape Province,Boating,Fishing,,,N,Minor,Whale,,
3189,1976,Mar,SOUTH AFRICA,Western Cape Province,Boating,,,,N,,White,,
3190,1976,Mar,SOUTH AFRICA,Western Cape Province,Boating,,,,N,,White,,
3191,1976,Feb,SOUTH AFRICA,Western Cape Province,Boating,Shark watching,,,N,Minor,,250.0,250.0
3192,1976,Jan,SOUTH AFRICA,Western Cape Province,Provoked,Shark fishing,,,N,Minor,,400.0,400.0
3193,1976,Jan,AUSTRALIA,Queensland,Unprovoked,,F,,N,,,,
3194,1976,Jan,SOUTH AFRICA,Western Cape Province,Provoked,Fishing for snoek & yellowtail,,,N,,,300.0,300.0
3195,1976,Jan,USA,Florida,Unprovoked,Spearfishing / scuba diving,M,25.0,N,Moderate,,183.0,183.0
3196,1976,Jan,NEW ZEALAND,North Island,Unprovoked,Spearfishing,M,,Y,Fatal,Bronze whaler,,
3197,1976,,USA,Hawaii,Unprovoked,Scuba diving,M,,Y,Fatal,,,
3198,1975,Dec,AUSTRALIA,South Australia,Boating,Attempting to drive shark away from the beach,,,N,Minor,,240.0,240.0
3199,1975,Dec,USA,California,Unprovoked,Scuba diving & spearfishing,M,27.0,N,Minor,White,,
3200,1975,Dec,AUSTRALIA,New South Wales,Provoked,Filming & feeding captive sharks,M,35.0,N,,,305.0,305.0
3201,1975,Nov,AUSTRALIA,New South Wales,Unprovoked,Standing,M,20.0,N,Moderate,,152.0,152.0
3202,1975,Nov,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Standing,M,33.0,N,Moderate,,,
3203,1975,Nov,AUSTRALIA,Queensland,Unprovoked,,M,,N,Moderate,,,
3204,1975,Nov,USA,Florida,Unprovoked,Surfing,M,18.0,N,Minor,,183.0,183.0
3205,1975,Oct,USA,New Jersey,Invalid,Surf fishing,M,,,,,,
3206,1975,Oct,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,20.0,N,,,,
3207,1975,Oct,USA,California,Invalid,Surfing,,,,,,,
3208,1975,Sep,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Paddleskiing,M,21.0,N,Moderate,,120.0,120.0
3209,1975,Aug,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,19.0,N,Minor,,240.0,240.0
3210,1975,Aug,USA,Florida,Unprovoked,Floating on a small orange raft ,M,20.0,N,Major,,150.0,150.0
3211,1975,Aug,USA,California,Unprovoked,Free diving for abalone,M,44.0,N,Moderate,White,,
3212,1975,Aug,HONG KONG,Mirs Bay ,Unprovoked,Freedom swimming,M,24.0,N,Major,,,
3213,1975,Jul,USA,Oregon,Sea Disaster,Sea disaster,F,62.0,Y,Fatal,,,
3214,1975,Jul,AUSTRALIA,Tasmania,Unprovoked,Scuba diving for abalone,M,37.0,Y,Fatal,White,,
3215,1975,Jul,USA,Florida,Unprovoked,Free diving,M,24.0,N,Moderate,,,
3216,1975,Jul,AUSTRALIA,Queensland,Unprovoked,Surfing,M,21.0,N,Minor,,366.0,366.0
3217,1975,Jul,USA,California,Unprovoked,Scuba diving for abalone (at surface),M,23.0,N,Minor,,580.0,580.0
3218,1975,Jul,USA,California,Unprovoked,Hookah diving for abalone,M,34.0,N,Minor,,500.0,600.0
3219,1975,Jul,USA,Florida,Unprovoked,Swimming,F,14.0,N,Moderate,,120.0,120.0
3220,1975,Jul,AUSTRALIA,Western Australia,Provoked,Spearfishing,M,29.0,N,Minor,,240.0,240.0
3221,1975,Jul,USA,Florida,Unprovoked,Surfing,M,16.0,N,Minor,,,
3222,1975,Jun,USA,South Carolina,Unprovoked,Swimming ,M,18.0,N,Moderate,,122.0,122.0
3223,1975,Jun,USA,South Carolina,Unprovoked,Standing,F,15.0,N,Minor,,,
3224,1975,Jun,USA,Alabama,Unprovoked,Swimming near his boat,M,27.0,N,Minor,,,
3225,1975,Jun,USA,Florida,Unprovoked,Surfing,M,20.0,N,Minor,,,
3226,1975,Jun,USA,Florida,Provoked,,M,,N,,,,
3227,1975,May,USA,Florida,Unprovoked,Surfing,M,17.0,N,Minor,,,
3228,1975,May,USA,Florida,Unprovoked,Bathing,F,10.0,N,Minor,,,
3229,1975,Apr,ITALY,Genoa Province,Invalid,Scuba diving,M,37.0,,,,,
3230,1975,Apr,SOUTH AFRICA,KwaZulu-Natal,Invalid,,M,,,,,,
3231,1975,Apr,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing Competition,M,,N,Minor,,,
3232,1975,Mar,SOUTH AFRICA,KwaZulu-Natal,Invalid,Swimming,M,,,,,,
3233,1975,Mar,AUSTRALIA,Queensland,Unprovoked,,F,,N,Minor,,,
3234,1975,Mar,USA,Florida,Unprovoked,Floating in inner tube,M,14.0,N,Minor,,305.0,305.0
3235,1975,Mar,AUSTRALIA,Queensland,Provoked,Diving & force-feeding the shark,,18.0,N,Moderate,,183.0,183.0
3236,1975,Mar,SOUTH AFRICA,Western Cape Province,Provoked,Attempting to drag hooked shark ashore by its tail,M,,N,Minor,,150.0,150.0
3237,1975,Mar,BANGLADESH,Ganges-Brahmaputra delta,Sea Disaster,Ferry capsized,,,Y,Fatal,,,
3238,1975,Feb,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Surfing,M,16.0,N,Major,,150.0,150.0
3239,1975,Feb,SOUTH AFRICA,Western Cape Province,Boating,,,,N,Minor,,300.0,300.0
3240,1975,Feb,AUSTRALIA,South Australia,Unprovoked,Swimming underwater from crayfish cage to a fishing bait,M,12.0,Y,Fatal,,300.0,300.0
3241,1975,Feb,AUSTRALIA,Victoria,Unprovoked,Crayfishing,M,45.0,N,Moderate,,305.0,305.0
3242,1975,Feb,AUSTRALIA,Queensland,Unprovoked,,M,,N,,,,
3243,1975,Feb,SOUTH AFRICA,Western Cape Province,Provoked,Fishing,M,12.0,N,Minor,,,
3244,1975,Jan,AUSTRALIA,South Australia,Unprovoked,Surfing,M,17.0,Y,Fatal,,,
3245,1975,,BERMUDA,,Unprovoked,Spearfishing,M,25.0,N,Moderate,,244.0,244.0
3246,1975,,REUNION,,Unprovoked,,M,,Y,Fatal,,,
3247,1974,Dec,AUSTRALIA,Western Australia,Unprovoked,,,32.0,N,,,,
3248,1974,Nov,USA,Florida,Unprovoked,Standing,M,24.0,N,Moderate,,,
3249,1974,Sep,USA,California,Unprovoked,Surfing,M,17.0,N,Minor,,549.0,610.0
3250,1974,Sep,USA,California,Unprovoked,Hookah diving for abalone,M,29.0,N,Minor,,400.0,500.0
3251,1974,Sep,ISRAEL,Red Sea,Unprovoked,Swimming,F,20.0,N,Major,,230.0,230.0
3252,1974,Sep,USA,California,Unprovoked,Scuba diving (but on surface),M,41.0,N,Minor,,500.0,600.0
3253,1974,Sep,USA,California,Unprovoked,Scuba diving (but on surface),M,48.0,N,Minor,,500.0,600.0
3254,1974,Sep,AUSTRALIA,Queensland,Sea Disaster,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,M,30.0,N,,,,
3255,1974,Sep,USA,Oregon,Unprovoked,Surfing,M,24.0,N,Minor,,450.0,450.0
3256,1974,Aug,HONG KONG,Mirs Bay ,Unprovoked,Freedom Swimming,M,22.0,N,,,,
3257,1974,Aug,HONG KONG,Mirs Bay ,Unprovoked,Freedom swimming,M,,Y,Fatal,,,
3258,1974,Aug,HONG KONG,Mirs Bay ,Unprovoked,Freedom swimming,M,19.0,N,Major,,,
3259,1974,Aug,HONG KONG,Mirs Bay ,Unprovoked,Freedom swimming,M,18.0,N,Minor,,,
3260,1974,Aug,CROATIA, Split-Dalmatia County,Unprovoked,,M,21.0,Y,Fatal,,500.0,500.0
3261,1974,Aug,USA,California,Unprovoked,Surfing,M,,N,Minor,,500.0,500.0
3262,1974,Jul,USA,California,Unprovoked,Free diving for abalone (submerged),M,36.0,N,Minor,,550.0,550.0
3263,1974,Jul,USA,Georgia,Unprovoked,Swimming,M,17.0,Y,Fatal,,,
3264,1974,Jul,USA,Florida ,Sea Disaster,Adrift after the sinking of the motor yacht Princess Dianne,M,10.0,Y,Fatal,,370.0,370.0
3265,1974,Jun,USA,Florida,Unprovoked,Swimming,F,61.0,N,Moderate,,,
3266,1974,May,USA,California,Unprovoked,Free diving (but on surface),M,45.0,N,Minor,,500.0,500.0
3267,1974,Apr,BRAZIL,,Sea Disaster,Fishing boat swamped in a storm,M,,Y,Fatal,,,
3268,1974,Apr,SOUTH AFRICA,Western Cape Province,Unprovoked,Spearfishing,M,22.0,N,Moderate,,150.0,150.0
3269,1974,Apr,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Standing,M,19.0,N,Moderate,,,
3270,1974,Apr,USA,Florida,Unprovoked,Swimming,F,11.0,N,Minor,,,
3271,1974,Apr,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Surfing,M,17.0,N,Moderate,,,
3272,1974,Mar,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Surfing,M,21.0,N,Minor,,180.0,180.0
3273,1974,Mar,SOUTH AFRICA,Western Cape Province,Boating,Fishing for kob,,,N,Minor,White,,
3274,1974,Feb,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming,M,14.0,N,Major,,,
3275,1974,Feb,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming,M,19.0,N,Moderate,,,
3276,1974,Feb,SOUTH AFRICA,Western Cape Province,Boating,Fishing for red fish,,,N,Minor,,500.0,500.0
3277,1974,Feb,SOUTH AFRICA,Western Cape Province,Boating,Fishing for kob,,,N,Minor,White,,
3278,1974,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Sitting,M,42.0,N,Moderate,,100.0,100.0
3279,1974,Jan,AUSTRALIA,South Australia,Unprovoked,Diving for abalone,M,26.0,Y,Fatal,White,,
3280,1974,Jan,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Swimming,M,33.0,N,Moderate,,200.0,250.0
3281,1974,Jan,MOZAMBIQUE,Gaza,Unprovoked,Swimming,M,,Y,Fatal,,,
3282,1974,Jan,MOZAMBIQUE,Gaza,Unprovoked,Swimming,M,32.0,Y,Fatal,,,
3283,1974,,AUSTRALIA,Western Australia,Unprovoked,Spearfishing,M,,N,Minor,,122.0,122.0
3284,1974,,CROATIA,Primorje-Gorski Kotar County ,Unprovoked,,,,Y,Fatal,,,
3285,1973,Dec,MOZAMBIQUE,Gaza,Unprovoked,Spearfishing,M,41.0,N,Major,,,
3286,1973,Dec,MOZAMBIQUE,Gaza,Unprovoked,Swimming ,M,20.0,Y,Fatal,,,
3287,1973,Dec,PHILIPPINES,Luzon,Unprovoked,Swimming,M,19.0,Y,Fatal,,,
3288,1973,Dec,USA,Hawaii,Unprovoked,Swimming,M,,N,Minor,,,
3289,1973,Dec,MEXICO,Guerrero,Unprovoked,Swimming alongside yacht Mexico Fiesta,M,,Y,Fatal,,,
3290,1973,Nov,AUSTRALIA,Western Australia,Unprovoked,,,,N,,,,
3291,1973,Nov,USA,Florida,Unprovoked,Surfing,M,13.0,N,Minor,,,
3292,1973,Nov,AUSTRALIA,Queensland,Unprovoked,,M,,N,Moderate,,,
3293,1973,Sep,SOUTH AFRICA,KwaZulu-Natal,Sea Disaster,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,M,,Y,Fatal,,,
3294,1973,Sep,BAHAMAS,Grand Bahama Island,Unprovoked,"Free diving, Spearfishing",M,11.0,N,Moderate,,213.0,244.0
3295,1973,Sep,HONG KONG,Mirs Bay ,Unprovoked,Freedom Swimming,M,20.0,Y,Fatal,,,
3296,1973,Sep,MEXICO,Baja California,Unprovoked,"Free diving, Spearfishing",M,37.0,Y,Fatal,White,,
3297,1973,Sep,EGYPT,Red Sea,Unprovoked,,M,,N,Moderate,Tiger,,
3298,1973,Aug,AUSTRALIA,Queensland,Unprovoked,,,21.0,,,,,
3299,1973,Aug,AUSTRALIA,Queensland,Unprovoked,Surfing,M,16.0,N,Major,,366.0,366.0
3300,1973,Aug,USA,Virginia,Unprovoked,Crabbing (spearing crabs),M,17.0,N,Minor,,152.0,183.0
3301,1973,Jun,HONG KONG,,Unprovoked,Freedom Swimming,M,,N,Fatal,,,
3302,1973,Apr,MEXICO,Guerrero,Unprovoked,Wading,M,45.0,Y,Fatal,,,
3303,1973,Mar,AUSTRALIA,Queensland,Unprovoked,,M,,N,,,,
3304,1973,Mar,MOZAMBIQUE,Gaza,Unprovoked,Spearfishing,M,28.0,Y,Fatal,,,
3305,1973,Mar,SOUTH AFRICA,KwaZulu-Natal,Unprovoked,Spearfishing,M,26.0,N,Minor,,200.0,200.0
3306,1973,Feb,MEXICO,Guerrero,Unprovoked,Swimming,,57.0,Y,Fatal,,,
3307,1973,Jan,SOUTH AFRICA,KwaZulu-Natal,Provoked,Fishing from paddleski,M,,N,Minor,,100.0,100.0
3308,1973,Jan,USA,Hawaii,Unprovoked,Surfing,M,,N,Minor,,122.0,183.0
3309,1973,,PALAU,Aulong Island,Unprovoked,Scuba diving (submerged),M,,N,Minor,Tiger,,
3310,1973,,PALAU,Western Caroline Islands,Unprovoked,Scuba diving & U/W photography,M,,N,Moderate,,,
3311,1973,,SOUTH AFRICA,Eastern Cape Province,Unprovoked,Surfing,M,13.0,N,Minor,,,
3312,1972,Dec,SOUTH AFRICA,Western Cape Province,Unprovoked,Treading water,M,29.0,N,Minor,,,
3313,1972,Dec,MOZAMBIQUE,Gaza,Unprovoked,Swimming,M,25.0,N,Minor,,200.0,300.0
3314,1972,Dec,MEXICO,Guerrero,Unprovoked,Body surfing,M,17.0,Y,Fatal,,,
3315,1972,Dec,SOUTH AFRICA,Western Cape Province,Unprovoked,Swimming,M,,N,Minor,,300.0,300.0
3316,1972,Dec,AUSTRALIA,Queensland,Unprovoked,,M,,N,Minor,,,
3317,1972,Dec,AUSTRALIA,New South Wales,Provoked,,,24.0,N,,,,
3318,1972,Dec,REUNION,Saint-Philippe,Unprovoked,Spearfishing,,,Y,Fatal,,,
3319,1972,Oct,AUSTRALIA,Queensland,Unprovoked,Spearfishing,M,24.0,N,Minor,,,
3320,1972,Oct,AUSTRALIA,New South Wales,Unprovoked,Surfing,M,19.0,N,Moderate,,305.0,305.0
3321,1972,Oct,USA,US Virgin Islands,Unprovoked,Scuba diving,M,,Y,Fatal,Oceanic whitetip,,
3322,1972,Oct,USA,Florida,Unprovoked,Surfing,M,17.0,N,,,,
3323,1972,Oct,NEW ZEALAND,North Island,Unprovoked,Swimming,M,17.0,N,Minor,,,
3324,1972,Sep,USA,California,Unprovoked,Surfing,M,,N,Minor,,600.0,600.0
3325,1972,Sep,MOZAMBIQUE,Maputo Province,Invalid,Swimming,F,20.0,,,,,
3326,1972,Aug,USA,Florida,Unprovoked,Surfing,M,15.0,N,Minor,,,
3327,1972,Aug,USA,Hawaii,Unprovoked,Spearfishing,M,,N,Minor,,240.0,240.0
3328,1972,Aug,AUSTRALIA,Tasmania,Unprovoked,Diving for abalone,M,45.0,N,Minor,,305.0,305.0
3329,1972,Jul,USA,California,Invalid,Diving,,,,Minor,,,
3330,1972,Jun,AUSTRALIA,Queensland,Unprovoked,,M,,Y,Fatal,,,
3331,1972,Jun,AUSTRALIA,Queensland,Unprovoked,,M,,Y,Fatal,,,
3332,1972,Jun,USA,Florida,Unprovoked,Surfing,M,22.0,N,Minor,,137.0,137.0
3333,1972,May,USA,California,Unprovoked,Free diving for abalone,M,32.0,N,Minor,,442.0,503.0
3334,1972,May,FRENCH POLYNESIA,Tuamotus,Unprovoked,Spearfishing,M,27.0,N,Minor,,150.0,150.0
